,AUD,BDT,BND,BRL,CAD,CHF,CNY,CZK,DKK,EGP,EUR,GBP,HKD,IDR,ILS,INR,JPY,KES,KHR,KRW,KWD,LAK,LKR,MYR,NOK,NPR,NZD,PHP,PKR,RSD,RUB,SAR,SEK,SGD,THB,USD,VND,ZAR
2016-12-04,966.92,16.426,915.97,382.14,976.27,1290.3,189.94,51.366,186.84,72.917,1389.3,1652.9,168.64,9.6567,341.06,19.137,1144.4,12.844,32.4,111.97,4288.2,16.004,8.8138,293.04,153.57,11.958,926.15,26.289,12.484,11.29,20.213,348.72,142.33,916.0,36.675,1308.0,5.7959,93.597
2016-12-05,969.36,16.4,915.73,375.52,978.11,1285.7,189.5,51.448,187.11,72.625,1379.6,1654.7,168.27,9.6488,341.91,19.185,1148.1,12.84,32.261,111.13,4276.7,15.961,8.7929,293.23,155.1,11.97,924.35,26.234,12.446,11.303,20.439,347.94,141.73,915.82,36.58,1305.0,5.7594,94.528
2016-12-06,977.76,16.486,923.38,376.81,986.97,1300.6,190.38,51.641,187.82,72.893,1409.0,1667.2,168.93,9.7525,343.22,19.26,1152.6,12.889,32.385,112.12,4293.1,16.028,8.8266,294.75,155.69,12.016,936.18,26.435,12.512,11.346,20.517,349.27,142.26,923.22,36.777,1310.0,5.7815,94.892
2016-12-07,977.3,16.515,925.8,380.16,989.73,1301.5,191.08,51.795,188.19,73.148,1408.9,1664.7,169.56,9.8263,343.97,19.414,1151.2,12.868,32.321,112.17,4311.1,16.084,8.8286,296.51,156.01,12.016,936.41,26.534,12.542,11.385,20.639,350.61,142.94,924.43,36.886,1315.0,5.7834,95.031
2016-12-08,987.95,16.552,931.94,385.53,998.19,1310.6,191.85,52.445,190.7,73.619,1420.3,1668.9,170.19,9.9062,346.52,19.573,1160.9,12.95,32.606,113.82,4331.0,16.149,8.8853,298.04,157.55,12.161,950.15,26.613,12.595,11.508,20.679,351.95,144.66,931.91,37.068,1320.0,5.8345,96.452
2016-12-09,983.86,16.559,927.36,388.06,999.81,1298.4,191.86,52.404,190.44,73.216,1400.8,1660.7,170.2,9.9349,346.8,19.581,1155.8,12.944,32.606,113.31,4329.6,16.145,8.8607,298.44,157.37,12.157,947.46,26.529,12.589,11.489,20.713,351.93,144.87,926.77,37.027,1320.0,5.8205,97.07
2016-12-10,983.86,16.559,927.36,388.06,999.81,1298.4,191.86,52.404,190.44,73.216,1400.8,1660.7,170.2,9.9349,346.8,19.581,1155.8,12.944,32.606,113.31,4329.6,16.145,8.8607,298.44,157.37,12.157,947.46,26.529,12.589,11.489,20.713,351.93,144.87,926.77,37.027,1320.0,5.8205,97.07
2016-12-11,983.86,16.559,927.36,388.06,999.81,1298.4,191.86,52.404,190.44,73.216,1400.8,1660.7,170.2,9.9349,346.8,19.581,1155.8,12.944,32.606,113.31,4329.6,16.145,8.8607,298.44,157.37,12.157,947.46,26.529,12.589,11.489,20.713,351.93,144.87,926.77,37.027,1320.0,5.8205,97.07
2016-12-12,982.07,16.559,922.05,390.7,1004.4,1294.4,191.09,51.577,187.43,72.914,1390.6,1661.3,170.11,9.9043,344.54,19.564,1142.4,12.908,32.501,112.72,4320.8,16.137,8.857,298.41,155.18,12.197,939.37,26.442,12.607,11.298,21.124,351.91,143.74,920.98,36.985,1320.0,5.8334,95.642
2016-12-13,997.38,16.756,934.12,393.55,1013.4,1313.1,192.56,51.956,188.85,73.482,1415.5,1686.2,171.43,9.9794,347.15,19.727,1157.5,13.006,32.749,114.35,4360.2,16.265,8.9246,300.8,156.36,12.29,957.59,26.726,12.703,11.388,21.275,354.58,144.83,934.38,37.381,1330.0,5.8779,96.373
2016-12-14,1004.1,16.888,940.42,397.75,1020.4,1324.6,194.16,52.494,190.72,73.665,1425.5,1695.6,172.75,10.07,350.56,19.882,1164.2,13.133,33.051,115.08,4387.3,16.387,8.9871,302.31,158.44,12.39,965.38,26.893,12.787,11.496,21.934,357.25,145.92,941.37,37.688,1340.0,5.9235,97.416
2016-12-15,997.86,16.987,939.0,404.65,1014.0,1316.3,195.51,53.093,192.96,73.666,1413.2,1689.6,174.01,10.153,354.31,20.007,1147.6,13.228,33.393,114.24,4422.0,16.5,9.0834,303.34,160.12,12.528,961.47,27.146,12.882,11.622,22.198,359.93,147.35,935.42,37.805,1350.0,5.9765,99.042
2016-12-16,1004.7,17.185,946.67,409.24,1023.7,1326.1,196.57,53.689,195.17,73.629,1423.0,1693.1,175.9,10.189,358.41,20.121,1156.1,13.375,33.739,115.49,4471.8,16.675,9.1853,305.54,161.49,12.651,960.93,27.292,13.022,11.749,22.301,363.94,148.88,946.34,38.145,1365.0,6.0346,99.92
2016-12-17,1004.7,17.185,946.67,409.24,1023.7,1326.1,196.57,53.689,195.17,73.629,1423.0,1693.1,175.9,10.189,358.41,20.121,1156.1,13.375,33.739,115.49,4471.8,16.675,9.1853,305.54,161.49,12.651,960.93,27.292,13.022,11.749,22.301,363.94,148.88,946.34,38.145,1365.0,6.0346,99.92
2016-12-18,1004.7,17.185,946.67,409.24,1023.7,1326.1,196.57,53.689,195.17,73.629,1423.0,1693.1,175.9,10.189,358.41,20.121,1156.1,13.375,33.739,115.49,4471.8,16.675,9.1853,305.54,161.49,12.651,960.93,27.292,13.022,11.749,22.301,363.94,148.88,946.34,38.145,1365.0,6.0346,99.92
2016-12-19,998.87,17.251,948.62,403.78,1027.7,1335.2,196.83,52.982,192.58,74.974,1433.6,1712.0,176.42,10.232,353.55,20.193,1164.2,13.394,33.8,115.52,4478.4,16.736,9.1897,306.21,157.93,12.639,954.21,27.455,13.066,11.59,22.043,365.24,146.68,948.88,38.247,1370.0,6.0237,97.563
2016-12-20,996.99,17.349,949.32,405.19,1026.0,1338.6,197.73,53.175,193.28,75.246,1430.6,1702.9,177.04,10.274,354.62,20.265,1174.9,13.443,34.196,115.68,4487.6,16.793,9.2066,307.09,158.51,12.667,952.35,27.511,13.12,11.627,22.157,366.58,147.23,949.39,38.333,1375.0,6.0442,97.927
2016-12-21,999.42,17.473,951.23,406.38,1028.3,1336.6,197.83,53.143,193.2,73.214,1429.1,1699.9,177.07,10.24,355.46,20.25,1166.3,13.457,34.004,115.12,4491.6,16.793,9.228,307.16,158.68,12.684,951.23,27.503,13.12,11.619,22.233,366.57,146.96,951.39,38.163,1375.0,6.0529,97.875
2016-12-22,995.91,17.378,951.82,409.08,1023.8,1340.0,198.07,52.873,192.18,70.982,1434.7,1699.9,177.18,10.209,356.59,20.269,1169.5,13.442,34.005,115.01,4490.8,16.797,9.2008,306.95,158.09,12.634,949.36,27.5,13.114,11.559,22.336,366.56,146.66,951.85,38.205,1375.0,6.0424,97.568
2016-12-23,993.28,17.384,948.73,411.19,1019.8,1340.7,197.83,52.995,192.58,71.036,1435.0,1688.3,177.15,10.221,358.4,20.267,1170.6,13.434,34.01,114.31,4490.8,16.797,9.2292,307.09,158.43,12.662,949.16,27.621,13.12,11.583,22.509,366.57,147.96,948.47,38.184,1375.0,6.0503,98.435
2016-12-24,993.28,17.384,948.73,411.19,1019.8,1340.7,197.83,52.995,192.58,71.036,1435.0,1688.3,177.15,10.221,358.4,20.267,1170.6,13.434,34.01,114.31,4490.8,16.797,9.2292,307.09,158.43,12.662,949.16,27.621,13.12,11.583,22.509,366.57,147.96,948.47,38.184,1375.0,6.0503,98.435
2016-12-25,993.28,17.384,948.73,411.19,1019.8,1340.7,197.83,52.995,192.58,71.036,1435.0,1688.3,177.15,10.221,358.4,20.267,1170.6,13.434,34.01,114.31,4490.8,16.797,9.2292,307.09,158.43,12.662,949.16,27.621,13.12,11.583,22.509,366.57,147.96,948.47,38.184,1375.0,6.0503,98.435
2016-12-26,981.87,17.323,946.26,418.79,1013.3,1335.2,197.22,53.007,192.66,72.379,1432.2,1683.7,176.57,10.186,358.41,20.194,1168.7,13.376,33.861,114.25,4474.2,16.738,9.148,306.21,157.47,12.625,942.55,27.523,13.073,11.58,22.438,365.19,148.79,946.43,38.077,1370.0,6.0192,97.85
2016-12-27,983.56,17.323,946.0,418.66,1012.9,1333.9,197.15,53.01,192.67,72.376,1431.6,1682.2,176.55,10.186,358.12,20.212,1167.8,13.376,33.953,113.84,4474.2,16.738,9.1471,306.18,157.48,12.604,942.84,27.541,13.073,11.576,22.402,365.19,148.79,946.07,38.098,1370.0,6.0196,97.848
2016-12-28,981.77,17.179,942.09,416.93,1005.6,1328.3,196.33,52.824,191.96,72.159,1428.3,1675.8,175.91,10.151,357.23,20.079,1162.5,13.329,33.746,113.18,4457.9,16.677,9.1166,304.79,156.9,12.581,941.77,27.429,13.025,11.555,22.402,363.85,148.25,942.19,37.906,1365.0,5.9983,97.491
2016-12-29,981.77,17.179,942.09,416.93,1005.6,1328.3,196.33,52.824,191.96,72.159,1428.3,1675.8,175.91,10.151,357.23,20.079,1162.5,13.329,33.746,113.18,4457.9,16.677,9.1166,304.79,156.9,12.581,941.77,27.429,13.025,11.555,22.402,363.85,148.25,942.19,37.906,1365.0,5.9983,97.491
2016-12-30,988.56,17.268,943.98,416.8,1012.8,1342.4,196.25,52.689,191.59,71.839,1440.8,1678.7,176.01,10.139,354.41,20.091,1173.6,13.326,33.796,113.24,4458.6,16.679,9.1292,304.42,156.68,12.533,950.99,27.562,13.028,11.558,22.555,363.8,148.2,943.95,38.044,1365.0,5.9982,98.201
2016-12-31,988.56,17.268,943.98,416.8,1012.8,1342.4,196.25,52.689,191.59,71.839,1440.8,1678.7,176.01,10.139,354.41,20.091,1173.6,13.326,33.796,113.24,4458.6,16.679,9.1292,304.42,156.68,12.533,950.99,27.562,13.028,11.558,22.555,363.8,148.2,943.95,38.044,1365.0,5.9982,98.201
2017-01-01,988.56,17.268,943.98,416.8,1012.8,1342.4,196.25,52.689,191.59,71.839,1440.8,1678.7,176.01,10.139,354.41,20.091,1173.6,13.326,33.796,113.24,4458.6,16.679,9.1292,304.42,156.68,12.533,950.99,27.562,13.028,11.558,22.555,363.8,148.2,943.95,38.044,1365.0,5.9982,98.201
2017-01-02,980.07,17.205,939.55,417.77,1012.4,1333.9,195.82,52.963,192.44,75.056,1431.1,1679.7,175.35,10.095,353.08,20.013,1164.7,13.217,33.517,112.73,4449.8,16.618,9.0483,303.17,157.38,12.487,944.38,27.42,13.03,11.589,22.198,362.52,149.35,939.55,37.989,1360.0,5.9524,98.987
2017-01-03,975.73,17.141,934.68,416.29,1008.6,1324.5,195.1,52.753,191.73,74.75,1418.3,1664.9,174.68,10.058,351.79,19.884,1154.0,13.169,33.393,112.03,4433.5,16.551,9.015,302.12,156.8,12.441,938.89,27.25,12.982,11.547,22.117,361.19,148.81,934.48,37.818,1355.0,5.9305,98.624
2017-01-04,975.73,17.141,934.68,416.29,1008.6,1324.5,195.1,52.753,191.73,74.75,1418.3,1664.9,174.68,10.058,351.79,19.884,1154.0,13.169,33.393,112.03,4433.5,16.551,9.015,302.12,156.8,12.441,938.89,27.25,12.982,11.547,22.117,361.19,148.81,934.48,37.818,1355.0,5.9305,98.624
2017-01-05,987.93,17.108,942.87,413.8,1019.9,1329.7,195.38,52.321,190.3,74.35,1425.8,1671.8,174.72,10.082,351.25,19.957,1161.0,13.197,33.475,113.56,4424.9,16.555,9.036,301.82,156.63,12.401,946.76,27.341,12.929,11.457,22.221,361.24,148.22,942.71,37.87,1355.0,5.9502,98.489
2017-01-06,989.88,17.044,943.59,415.8,1019.8,1335.0,195.94,52.135,189.42,74.083,1429.4,1672.3,174.09,10.094,349.83,19.928,1167.3,13.077,33.388,113.81,4408.7,16.498,9.0076,301.78,156.34,12.371,948.63,27.389,12.885,11.405,22.229,359.9,147.68,944.29,37.836,1350.0,5.9401,98.525
2017-01-07,989.88,17.044,943.59,415.8,1019.8,1335.0,195.94,52.135,189.42,74.083,1429.4,1672.3,174.09,10.094,349.83,19.928,1167.3,13.077,33.388,113.81,4408.7,16.498,9.0076,301.78,156.34,12.371,948.63,27.389,12.885,11.405,22.229,359.9,147.68,944.29,37.836,1350.0,5.9401,98.525
2017-01-08,989.88,17.044,943.59,415.8,1019.8,1335.0,195.94,52.135,189.42,74.083,1429.4,1672.3,174.09,10.094,349.83,19.928,1167.3,13.077,33.388,113.81,4408.7,16.498,9.0076,301.78,156.34,12.371,948.63,27.389,12.885,11.405,22.229,359.9,147.68,944.29,37.836,1350.0,5.9401,98.525
2017-01-09,983.01,16.981,433.31,417.22,1016.0,1322.2,194.34,52.435,190.58,74.797,1416.7,1649.0,173.43,10.064,349.71,19.738,1146.8,12.971,33.21,111.6,4398.7,16.431,8.9301,300.39,157.55,12.307,936.86,27.191,12.824,11.464,22.567,358.59,148.46,933.31,37.596,1345.0,5.9311,97.837
2017-01-10,992.21,17.034,940.83,418.72,1021.6,1332.1,194.59,52.624,191.29,75.066,1430.5,1642.1,174.07,10.101,351.01,19.823,1164.1,13.02,33.333,112.4,4415.1,16.498,8.9633,301.64,158.14,12.353,946.9,27.267,12.882,11.507,22.651,359.92,149.02,940.67,37.868,1350.0,5.9532,98.199
2017-01-11,998.64,17.088,943.33,421.58,1023.4,1333.2,195.77,52.861,192.11,74.458,1430.8,1651.6,174.74,10.177,352.13,19.832,1170.3,13.052,33.418,112.94,4429.9,16.555,9.0193,302.93,158.51,12.411,946.82,27.331,12.928,11.56,22.625,361.27,149.47,943.07,38.115,1355.0,5.991,98.742
2017-01-12,1009.1,17.092,949.81,424.06,1029.2,1336.8,195.31,53.081,192.95,73.213,1434.8,1652.0,174.73,10.166,352.58,19.836,1177.9,13.049,33.629,114.46,4432.4,16.549,9.0808,303.37,158.29,12.466,956.11,27.343,12.929,11.598,22.566,361.28,149.88,948.88,38.266,1355.0,6.0188,99.142
2017-01-13,1014.1,17.095,949.54,423.43,1030.3,1340.5,196.62,52.859,192.14,72.398,1437.8,1646.5,174.74,10.196,352.44,19.886,1179.7,13.051,33.461,114.97,4430.7,16.551,9.0368,303.85,157.46,12.391,962.46,27.321,12.929,11.546,22.537,361.28,149.18,949.68,38.299,1355.0,5.9964,98.452
2017-01-14,1014.1,17.095,949.54,423.43,1030.3,1340.5,196.62,52.859,192.14,72.398,1437.8,1646.5,174.74,10.196,352.44,19.886,1179.7,13.051,33.461,114.97,4430.7,16.551,9.0368,303.85,157.46,12.391,962.46,27.321,12.929,11.546,22.537,361.28,149.18,949.68,38.299,1355.0,5.9964,98.452
2017-01-15,1014.1,17.095,949.54,423.43,1030.3,1340.5,196.62,52.859,192.14,72.398,1437.8,1646.5,174.74,10.196,352.44,19.886,1179.7,13.051,33.461,114.97,4430.7,16.551,9.0368,303.85,157.46,12.391,962.46,27.321,12.929,11.546,22.537,361.28,149.18,949.68,38.299,1355.0,5.9964,98.452
2017-01-16,1015.6,17.086,948.68,420.6,1031.7,1341.9,196.36,53.374,193.91,71.614,1440.3,1631.9,174.73,10.164,354.71,19.877,1184.9,13.041,33.531,114.97,4435.2,16.555,9.0345,303.68,159.38,12.418,964.48,27.212,12.929,11.653,22.737,361.27,152.1,948.41,38.234,1355.0,6.0014,100.26
2017-01-17,1008.9,17.027,944.45,419.16,1024.2,1335.2,195.63,53.162,193.19,71.098,1432.2,1627.2,174.07,10.097,352.67,19.822,1183.3,13.001,33.482,113.83,4417.0,16.49,9.0008,302.25,158.79,12.372,958.57,27.022,12.888,11.587,22.624,359.94,151.53,944.32,38.119,1350.0,5.982,99.893
2017-01-18,1018.7,17.048,951.78,418.46,1033.6,1346.0,196.95,52.992,192.6,71.411,1445.2,1670.4,174.07,10.111,353.0,19.881,1196.6,12.99,33.376,115.97,4416.9,16.494,8.9961,303.92,158.36,12.374,973.08,27.144,12.881,11.567,22.613,359.94,150.99,951.74,38.255,1350.0,5.9773,99.273
2017-01-19,1013.3,17.014,944.45,418.31,1017.6,1339.2,197.4,53.279,193.51,71.648,1434.0,1654.4,174.05,10.118,353.45,19.782,1176.1,12.983,33.426,114.54,4421.1,16.488,9.005,303.34,159.05,12.407,962.22,27.076,12.882,11.629,22.763,359.94,151.38,944.55,38.103,1350.0,5.981,99.61
2017-01-20,1020.1,17.044,946.11,419.68,1013.1,1340.8,196.47,53.379,194.02,71.691,1438.2,1666.0,174.02,10.095,354.29,19.824,1172.8,12.987,33.423,114.67,4423.8,16.492,8.9961,303.47,159.5,12.41,970.39,26.97,12.876,11.648,22.759,359.95,151.5,946.07,38.157,1350.0,5.9756,99.857
2017-01-21,1020.1,17.044,946.11,419.68,1013.1,1340.8,196.47,53.379,194.02,71.691,1438.2,1666.0,174.02,10.095,354.29,19.824,1172.8,12.987,33.423,114.67,4423.8,16.492,8.9961,303.47,159.5,12.41,970.39,26.97,12.876,11.648,22.759,359.95,151.5,946.07,38.157,1350.0,5.9756,99.857
2017-01-22,1020.1,17.044,946.11,419.68,1013.1,1340.8,196.47,53.379,194.02,71.691,1438.2,1666.0,174.02,10.095,354.29,19.824,1172.8,12.987,33.423,114.67,4423.8,16.492,8.9961,303.47,159.5,12.41,970.39,26.97,12.876,11.648,22.759,359.95,151.5,946.07,38.157,1350.0,5.9756,99.857
2017-01-23,1020.3,17.007,950.7,425.65,1015.0,1349.1,196.32,53.455,194.24,71.615,1448.0,1672.0,174.01,10.067,355.29,19.828,1185.5,12.99,33.499,115.68,4419.7,16.496,9.0364,303.75,160.48,12.437,970.39,27.027,12.876,11.662,22.649,359.95,152.01,950.64,38.227,1350.0,6.0112,99.288
2017-01-24,1023.4,16.991,952.65,425.85,1020.1,1352.7,196.97,53.469,194.24,71.754,1451.4,1690.5,174.04,10.12,355.28,19.828,1194.5,12.993,33.616,115.96,4419.7,16.5,9.0446,304.53,160.48,12.448,977.73,27.028,12.887,11.662,22.639,359.95,152.01,951.94,38.309,1350.0,6.0168,99.288
2017-01-25,1020.8,16.987,950.3,426.22,1026.7,1348.4,196.82,53.62,194.84,71.562,1448.3,1690.8,174.04,10.128,355.66,19.802,1186.8,13.024,33.582,115.71,4424.7,16.496,9.0532,304.33,161.03,12.435,979.15,27.116,12.882,11.688,22.655,359.96,152.43,950.3,38.309,1350.0,6.0049,99.758
2017-01-26,1023.5,16.976,956.09,426.49,1034.0,1352.8,196.12,53.693,195.15,71.277,1452.9,1706.6,174.03,10.104,356.18,19.859,1193.2,12.988,33.481,116.65,4427.2,16.498,9.0059,304.91,161.75,12.402,984.83,27.186,12.88,11.707,22.761,359.97,152.77,955.68,38.347,1350.0,5.9888,100.62
2017-01-27,1013.4,16.918,943.53,424.29,1026.9,1345.1,195.45,53.437,194.16,71.002,1437.2,1693.0,173.37,10.086,355.15,19.734,1173.7,12.938,33.28,114.8,4410.6,16.431,8.9462,303.99,161.28,12.334,974.18,26.992,12.834,11.653,22.698,358.64,152.11,943.96,38.091,1345.0,5.9502,100.91
2017-01-28,1013.4,16.918,943.53,424.29,1026.9,1345.1,195.45,53.437,194.16,71.002,1437.2,1693.0,173.37,10.086,355.15,19.734,1173.7,12.938,33.28,114.8,4410.6,16.431,8.9462,303.99,161.28,12.334,974.18,26.992,12.834,11.653,22.698,358.64,152.11,943.96,38.091,1345.0,5.9502,100.91
2017-01-29,1013.4,16.918,943.53,424.29,1026.9,1345.1,195.45,53.437,194.16,71.002,1437.2,1693.0,173.37,10.086,355.15,19.734,1173.7,12.938,33.28,114.8,4410.6,16.431,8.9462,303.99,161.28,12.334,974.18,26.992,12.834,11.653,22.698,358.64,152.11,943.96,38.091,1345.0,5.9502,100.91
2017-01-30,1015.6,16.928,943.26,428.21,1023.9,1348.8,195.45,53.243,193.48,71.849,1442.1,1693.1,173.35,10.069,356.48,19.745,1174.3,12.934,33.279,114.16,4408.4,16.431,8.952,303.51,161.21,12.361,977.83,26.992,12.834,11.607,22.47,358.63,152.0,943.33,38.14,1345.0,5.9555,99.86
2017-01-31,1020.4,16.961,950.37,429.86,1030.4,1356.6,196.17,53.464,194.2,72.136,1444.2,1686.4,174.01,10.12,357.82,19.901,1186.7,12.983,33.409,115.5,4424.1,16.492,8.9868,304.91,161.81,12.409,982.82,27.133,12.885,11.657,22.569,359.97,152.57,950.07,38.352,1350.0,5.9786,100.23
2017-02-01,1021.7,16.957,955.82,430.74,1033.0,1363.2,196.17,53.447,194.19,71.802,1456.9,1697.5,174.01,10.112,357.52,19.996,1195.1,12.992,33.465,116.98,4423.8,16.496,8.9924,304.77,162.17,12.416,983.61,27.125,12.888,11.647,22.524,359.96,152.76,955.85,38.426,1350.0,5.9794,99.798
2017-02-02,1024.5,16.959,956.43,431.08,1036.7,1361.6,196.17,53.635,194.79,71.629,1455.7,1711.7,173.98,10.095,357.96,20.028,1194.9,12.992,33.528,117.29,4426.2,16.492,8.9913,304.74,162.87,12.458,985.37,27.122,12.894,11.691,22.503,359.95,153.36,956.77,38.451,1350.0,5.9833,99.995
2017-02-03,1033.3,16.955,955.68,428.79,1036.1,1359.9,196.17,53.86,195.71,71.77,1452.7,1690.2,173.98,10.111,357.91,20.082,1195.9,13.003,33.498,117.67,4428.3,16.488,8.9839,305.05,163.68,12.503,983.39,27.164,12.882,11.735,22.425,359.95,154.3,955.62,38.467,1350.0,5.9858,100.25
2017-02-04,1033.3,16.955,955.68,428.79,1036.1,1359.9,196.17,53.86,195.71,71.77,1452.7,1690.2,173.98,10.111,357.91,20.082,1195.9,13.003,33.498,117.67,4428.3,16.488,8.9839,305.05,163.68,12.503,983.39,27.164,12.882,11.735,22.425,359.95,154.3,955.62,38.467,1350.0,5.9858,100.25
2017-02-05,1033.3,16.955,955.68,428.79,1036.1,1359.9,196.17,53.86,195.71,71.77,1452.7,1690.2,173.98,10.111,357.91,20.082,1195.9,13.003,33.498,117.67,4428.3,16.488,8.9839,305.05,163.68,12.503,983.39,27.164,12.882,11.735,22.425,359.95,154.3,955.62,38.467,1350.0,5.9858,100.25
2017-02-06,1035.3,16.944,959.69,433.0,1036.9,1361.0,196.52,53.868,195.78,72.047,1456.0,1687.0,174.01,10.116,359.86,20.094,1201.9,12.993,33.57,118.61,4424.1,16.492,9.0195,305.26,164.5,12.597,987.24,27.117,12.894,11.741,22.875,359.96,154.09,960.1,38.549,1350.0,5.9979,101.72
2017-02-07,1034.7,17.002,959.29,434.6,1034.5,1365.3,197.44,54.084,196.51,73.04,1454.0,1689.7,174.67,10.171,361.19,20.162,1213.0,13.041,33.694,118.68,4440.4,16.547,9.0529,305.83,165.12,12.644,990.1,27.318,12.936,11.785,22.962,361.29,154.66,959.12,38.676,1355.0,6.0201,102.09
2017-02-08,1036.1,17.068,958.35,436.19,1030.9,1362.5,197.55,54.13,196.7,73.409,1451.6,1698.5,175.3,10.195,362.98,20.193,1210.0,13.129,33.759,118.74,4460.1,16.602,9.0494,306.2,165.2,12.672,993.57,27.311,12.971,11.799,23.09,362.63,154.6,958.35,38.813,1360.0,6.0262,102.22
2017-02-09,1037.3,17.059,959.84,435.83,1034.0,1365.9,197.9,53.841,195.71,73.987,1453.5,1702.9,175.27,10.206,362.87,20.283,1213.6,13.112,33.667,118.5,4458.4,16.602,9.0257,306.38,163.95,12.631,985.51,27.272,12.99,11.745,22.977,362.63,153.49,959.5,38.824,1360.0,6.0115,101.59
2017-02-10,1036.5,17.044,956.26,435.83,1034.5,1357.4,197.99,53.737,195.31,74.79,1449.2,1701.6,175.3,10.224,362.56,20.37,1196.1,13.111,33.688,117.88,4459.5,16.598,9.0307,305.93,163.39,12.633,977.85,27.192,12.977,11.722,22.909,362.63,153.36,956.2,38.769,1360.0,6.0074,101.16
2017-02-11,1036.5,17.044,956.26,435.83,1034.5,1357.4,197.99,53.737,195.31,74.79,1449.2,1701.6,175.3,10.224,362.56,20.37,1196.1,13.111,33.688,117.88,4459.5,16.598,9.0307,305.93,163.39,12.633,977.85,27.192,12.977,11.722,22.909,362.63,153.36,956.2,38.769,1360.0,6.0074,101.16
2017-02-12,1036.5,17.044,956.26,435.83,1034.5,1357.4,197.99,53.737,195.31,74.79,1449.2,1701.6,175.3,10.224,362.56,20.37,1196.1,13.111,33.688,117.88,4459.5,16.598,9.0307,305.93,163.39,12.633,977.85,27.192,12.977,11.722,22.909,362.63,153.36,956.2,38.769,1360.0,6.0074,101.16
2017-02-13,1042.3,17.044,954.79,436.5,1037.6,1354.1,197.72,53.555,194.63,76.708,1444.6,1698.1,175.3,10.214,362.62,20.343,1194.0,13.144,33.69,118.08,4455.9,16.594,9.0252,305.79,162.55,12.713,977.78,27.246,12.971,11.671,23.35,362.61,152.48,955.02,38.735,1360.0,6.0065,101.75
2017-02-14,1039.2,17.012,956.33,436.5,1040.5,1352.4,197.63,53.555,194.63,76.708,1441.1,1703.2,175.26,10.209,362.62,20.309,1197.0,13.144,33.69,118.35,4455.9,16.594,9.0252,305.65,162.57,12.713,976.59,27.246,12.983,11.671,23.35,362.61,152.49,955.96,38.78,1360.0,6.0065,101.75
2017-02-15,1041.5,17.02,956.2,436.57,1038.7,1350.1,198.04,53.456,194.29,78.061,1437.4,1692.5,175.27,10.202,362.5,20.349,1188.3,13.118,33.715,118.85,4454.3,16.585,9.0212,305.62,162.19,12.694,975.47,27.226,12.977,11.651,23.389,362.62,152.37,955.86,38.791,1360.0,5.9959,101.87
2017-02-16,1047.6,16.921,957.15,437.19,1039.5,1352.9,197.64,53.273,193.59,81.098,1442.0,1692.4,175.0,10.187,362.27,20.307,1191.5,13.096,33.636,119.53,4446.8,16.561,8.997,305.44,161.95,12.637,980.93,27.21,12.958,11.615,23.559,362.09,152.09,956.98,38.789,1358.0,5.9655,102.71
2017-02-17,1044.6,16.927,957.48,441.24,1039.1,1361.3,198.14,53.139,193.09,82.316,1448.7,1697.7,175.01,10.195,362.45,20.245,1197.4,13.102,33.652,118.48,4444.4,16.569,8.9958,304.69,161.93,12.649,978.7,27.208,12.952,11.588,23.731,362.09,151.88,957.65,38.789,1358.0,5.9542,104.09
2017-02-18,1044.6,16.927,957.48,441.24,1039.1,1361.3,198.14,53.139,193.09,82.316,1448.7,1697.7,175.01,10.195,362.45,20.245,1197.4,13.102,33.652,118.48,4444.4,16.569,8.9958,304.69,161.93,12.649,978.7,27.208,12.952,11.588,23.731,362.09,151.88,957.65,38.789,1358.0,5.9542,104.09
2017-02-19,1044.6,16.927,957.48,441.24,1039.1,1361.3,198.14,53.139,193.09,82.316,1448.7,1697.7,175.01,10.195,362.45,20.245,1197.4,13.102,33.652,118.48,4444.4,16.569,8.9958,304.69,161.93,12.649,978.7,27.208,12.952,11.588,23.731,362.09,151.88,957.65,38.789,1358.0,5.9542,104.09
2017-02-20,1041.2,16.927,957.89,437.36,1037.0,1354.3,197.77,53.346,193.94,83.097,1442.1,1686.4,174.97,10.186,366.72,20.245,1203.3,13.115,33.61,118.31,4443.0,16.565,8.9738,304.79,162.78,12.616,976.7,27.179,12.958,11.633,23.434,362.1,152.42,957.86,38.811,1358.0,5.9406,104.04
2017-02-21,1044.5,16.957,957.48,438.01,1036.6,1353.3,197.72,53.417,194.23,85.022,1440.3,1694.6,175.24,10.184,367.3,20.327,1199.3,13.134,33.659,118.43,4449.5,16.587,8.987,305.0,163.02,12.635,977.15,26.959,12.977,11.65,23.294,362.64,152.65,957.24,38.813,1360.0,5.9494,104.2
2017-02-22,1042.9,16.967,957.88,438.98,1035.0,1348.0,197.56,53.438,194.24,84.906,1433.8,1699.0,175.23,10.17,367.09,20.306,1197.3,13.135,33.711,119.25,4454.9,16.587,8.9963,305.1,163.04,12.671,973.38,27.05,12.977,11.659,23.385,362.63,152.51,957.98,38.846,1360.0,5.9562,103.96
2017-02-23,1046.0,16.967,958.76,440.05,1036.6,1348.5,197.64,53.166,193.32,86.137,1433.8,1700.7,175.23,10.182,366.9,20.306,1199.6,13.13,33.745,119.15,4452.6,16.579,8.9673,305.1,162.71,12.676,975.4,27.052,12.977,11.603,23.535,362.64,151.66,958.76,38.841,1360.0,5.9594,103.78
