,AUD,BDT,BND,BRL,CAD,CHF,CNY,CZK,DKK,EGP,EUR,GBP,HKD,IDR,ILS,INR,JPY,KES,KHR,KRW,KWD,LAK,LKR,MYR,NOK,NPR,NZD,PHP,PKR,RSD,RUB,SAR,SEK,SGD,THB,USD,VND,ZAR
2013-05-23,914.85,12.13,751.84,464.07,911.54,965.11,154.3,46.845,163.86,135.49,1213.8,1422.4,121.89,9.6872,257.27,16.996,917.11,11.218,23.638,84.939,3303.0,12.35,7.4865,313.09,163.28,10.677,760.97,22.965,9.6055,11.014,30.282,252.25,142.95,746.09,31.634,946.0,4.5301,99.09
2013-05-24,914.85,12.13,751.84,464.07,911.54,965.11,154.3,46.845,163.86,135.49,1213.8,1422.4,121.89,9.6872,257.27,16.996,917.11,11.218,23.638,84.939,3303.0,12.35,7.4865,313.09,163.28,10.677,760.97,22.965,9.6055,11.014,30.282,252.25,142.95,746.09,31.634,946.0,4.5301,99.09
2013-05-25,914.85,12.13,751.84,464.07,911.54,965.11,154.3,46.845,163.86,135.49,1213.8,1422.4,121.89,9.6872,257.27,16.996,917.11,11.218,23.638,84.939,3303.0,12.35,7.4865,313.09,163.28,10.677,760.97,22.965,9.6055,11.014,30.282,252.25,142.95,746.09,31.634,946.0,4.5301,99.09
2013-05-26,914.85,12.13,751.84,464.07,911.54,965.11,154.3,46.845,163.86,135.49,1213.8,1422.4,121.89,9.6872,257.27,16.996,917.11,11.218,23.638,84.939,3303.0,12.35,7.4865,313.09,163.28,10.677,760.97,22.965,9.6055,11.014,30.282,252.25,142.95,746.09,31.634,946.0,4.5301,99.09
2013-05-27,914.52,12.2,749.58,462.5,918.95,986.85,154.77,47.348,164.71,135.65,1226.3,1436.2,122.24,9.7109,256.79,17.021,940.16,11.247,23.777,84.038,3313.0,12.362,7.5109,311.97,162.7,10.675,767.18,22.799,9.6443,11.066,30.294,253.06,142.91,749.46,31.681,949.0,4.5163,99.1
2013-05-28,908.39,12.125,748.68,462.12,913.17,978.89,154.55,47.178,164.16,135.37,1219.5,1427.0,121.85,9.6629,255.85,17.023,930.6,11.139,23.751,84.179,3304.9,12.334,7.4869,311.59,162.16,10.648,763.24,22.713,9.6041,11.045,30.187,252.25,142.41,748.27,31.634,946.0,4.5045,98.495
2013-05-29,904.52,12.115,743.95,458.75,907.74,968.73,154.37,47.051,163.6,135.35,1214.8,1419.6,121.71,9.6502,254.7,16.84,924.66,11.101,23.586,83.51,3300.4,12.305,7.4762,309.2,161.35,10.597,761.91,22.54,9.5861,10.987,30.076,251.98,141.84,744.21,31.38,945.0,4.5057,97.485
2013-05-30,909.05,12.119,746.89,453.43,912.29,981.0,154.24,47.038,163.49,135.34,1222.4,1428.6,121.72,9.6404,255.34,16.812,934.72,11.107,23.471,83.677,3300.2,12.289,7.473,307.52,160.39,10.492,764.59,22.241,9.5939,10.948,29.954,251.98,141.39,745.94,31.307,945.0,4.4933,96.306
2013-05-31,914.24,12.115,750.45,447.82,917.25,990.88,154.14,47.53,164.64,135.33,1232.6,1439.3,121.72,9.6379,256.33,16.788,935.55,11.124,23.592,84.056,3305.4,12.292,7.471,308.02,161.04,10.49,764.44,22.346,9.5842,10.999,29.854,251.98,142.92,751.13,31.369,945.0,4.503,95.47
2013-06-01,914.24,12.115,750.45,447.82,917.25,990.88,154.14,47.53,164.64,135.33,1232.6,1439.3,121.72,9.6379,256.33,16.788,935.55,11.124,23.592,84.056,3305.4,12.292,7.471,308.02,161.04,10.49,764.44,22.346,9.5842,10.999,29.854,251.98,142.92,751.13,31.369,945.0,4.503,95.47
2013-06-02,914.24,12.115,750.45,447.82,917.25,990.88,154.14,47.53,164.64,135.33,1232.6,1439.3,121.72,9.6379,256.33,16.788,935.55,11.124,23.592,84.056,3305.4,12.292,7.471,308.02,161.04,10.49,764.44,22.346,9.5842,10.999,29.854,251.98,142.92,751.13,31.369,945.0,4.503,95.47
2013-06-03,908.57,12.12,749.2,445.53,912.12,987.51,154.04,47.754,164.77,135.37,1228.5,1436.8,121.73,9.6478,256.12,16.723,941.0,11.101,23.738,83.736,3305.1,12.281,7.4742,305.68,160.98,10.412,753.26,22.335,9.592,10.908,29.626,251.98,142.76,749.2,31.121,945.0,4.4995,93.907
2013-06-04,922.0,12.12,755.37,442.44,919.26,998.2,154.12,47.878,165.11,135.31,1235.7,1449.1,121.74,9.6379,256.54,16.678,950.08,11.098,23.552,74.285,3307.8,12.289,7.4721,306.37,161.73,10.404,763.39,22.556,9.589,10.893,29.59,251.98,143.38,755.27,31.142,945.0,4.5031,94.729
2013-06-05,909.31,12.107,753.84,443.64,911.64,995.78,154.03,47.903,165.53,135.14,1233.7,1444.2,121.63,9.6327,257.22,16.709,940.9,11.083,23.304,83.922,3307.0,12.26,7.4626,305.11,162.48,10.443,756.17,22.589,9.5789,10.885,29.617,251.71,144.05,752.04,30.976,944.0,4.5061,96.394
2013-06-06,895.72,12.107,754.33,443.84,911.37,1000.4,154.05,47.848,165.64,135.12,1235.0,1453.2,121.64,9.64,257.48,16.652,949.98,11.086,23.606,84.361,3308.6,12.252,7.4628,305.35,162.39,10.43,749.27,22.391,9.5784,10.889,29.468,251.71,143.47,754.84,30.875,944.0,4.492,95.429
2013-06-07,903.02,12.128,761.64,444.52,920.46,1017.8,154.17,48.267,166.77,135.38,1252.6,1475.4,121.87,9.6679,259.24,16.668,971.5,11.121,23.559,85.314,3318.0,12.286,7.4806,307.69,163.33,10.425,755.5,22.444,9.6021,10.927,29.408,252.25,143.95,761.92,30.981,946.0,4.5109,94.815
2013-06-08,903.02,12.128,761.64,444.52,920.46,1017.8,154.17,48.267,166.77,135.38,1252.6,1475.4,121.87,9.6679,259.24,16.668,971.5,11.121,23.559,85.314,3318.0,12.286,7.4806,307.69,163.33,10.425,755.5,22.444,9.6021,10.927,29.408,252.25,143.95,761.92,30.981,946.0,4.5109,94.815
2013-06-09,903.02,12.128,761.64,444.52,920.46,1017.8,154.17,48.267,166.77,135.38,1252.6,1475.4,121.87,9.6679,259.24,16.668,971.5,11.121,23.559,85.314,3318.0,12.286,7.4806,307.69,163.33,10.425,755.5,22.444,9.6021,10.927,29.408,252.25,143.95,761.92,30.981,946.0,4.5109,94.815
2013-06-10,894.6,12.166,757.19,443.28,929.23,1012.0,154.23,48.856,167.41,134.82,1250.6,1471.8,121.86,9.6481,261.87,16.578,966.98,11.111,23.701,84.464,3322.8,12.278,7.4783,304.57,163.98,10.331,744.12,22.359,9.6011,10.934,29.373,252.25,143.95,757.22,30.87,946.0,4.4862,94.951
2013-06-11,892.98,12.146,752.27,442.48,928.7,1014.2,154.4,48.83,167.85,135.32,1255.9,1474.6,121.98,9.651,261.33,16.32,959.13,11.15,23.548,83.558,3326.4,12.283,7.4704,301.4,164.17,10.209,746.99,22.059,9.6093,10.941,29.344,252.51,143.92,751.2,30.752,947.0,4.5036,93.511
2013-06-12,895.51,12.143,756.06,441.17,928.61,1023.8,154.4,48.973,168.57,135.46,1261.1,1481.4,121.97,9.6387,260.29,16.25,983.03,11.122,23.629,83.705,3328.8,12.275,7.4361,301.74,164.02,10.153,748.11,21.967,9.5996,10.978,29.249,252.51,144.0,755.06,30.558,947.0,4.5119,93.004
2013-06-13,899.53,12.167,755.84,444.09,930.12,1033.4,154.72,49.324,169.39,135.74,1268.1,1487.7,122.22,9.6247,261.55,16.409,998.37,11.13,23.701,83.719,3336.7,12.296,7.4437,301.89,164.51,10.163,754.34,22.008,9.6296,11.05,29.384,253.05,145.21,755.27,30.569,949.0,4.5206,94.455
2013-06-14,911.31,12.183,759.61,441.88,933.52,1030.6,154.86,49.452,169.91,135.87,1270.1,1491.7,122.35,9.613,262.76,16.404,1002.7,11.114,23.739,84.224,3351.3,12.309,7.4406,304.34,164.87,10.248,765.17,22.093,9.6398,11.1,29.546,253.31,145.95,759.42,30.904,950.0,4.5282,94.982
2013-06-15,911.31,12.183,759.61,441.88,933.52,1030.6,154.86,49.452,169.91,135.87,1270.1,1491.7,122.35,9.613,262.76,16.404,1002.7,11.114,23.739,84.224,3351.3,12.309,7.4406,304.34,164.87,10.248,765.17,22.093,9.6398,11.1,29.546,253.31,145.95,759.42,30.904,950.0,4.5282,94.982
2013-06-16,911.31,12.183,759.61,441.88,933.52,1030.6,154.86,49.452,169.91,135.87,1270.1,1491.7,122.35,9.613,262.76,16.404,1002.7,11.114,23.739,84.224,3351.3,12.309,7.4406,304.34,164.87,10.248,765.17,22.093,9.6398,11.1,29.546,253.31,145.95,759.42,30.904,950.0,4.5282,94.982
2013-06-17,914.15,12.246,760.29,444.44,937.1,1031.7,155.28,49.368,170.34,136.42,1269.4,1496.5,122.67,9.6429,264.45,16.555,1006.9,11.134,23.956,84.39,3361.2,12.348,7.4083,305.37,166.54,10.378,768.61,22.225,9.6601,11.188,29.909,253.85,147.92,760.11,31.147,952.0,4.5425,95.666
2013-06-18,911.09,12.223,759.15,444.56,935.51,1032.9,155.59,49.451,170.44,136.32,1273.5,1498.0,122.82,9.6384,264.75,16.4,1006.3,11.131,23.79,84.441,3364.7,12.353,7.4134,303.07,166.53,10.372,762.34,22.225,9.6604,11.181,30.054,254.11,147.68,759.06,31.058,953.0,4.5382,96.036
2013-06-19,900.93,12.221,755.0,438.9,931.3,1035.6,155.5,49.721,170.86,136.22,1276.5,1489.5,122.83,9.6214,265.16,16.219,998.38,11.124,23.569,84.002,3364.8,12.345,7.4122,301.06,166.07,10.266,760.82,22.045,9.6604,11.187,29.853,254.11,147.37,754.88,30.757,953.0,4.5331,95.324
2013-06-20,887.07,12.234,752.04,437.12,928.42,1030.4,155.71,49.763,171.15,136.34,1268.8,1477.2,122.97,9.6291,265.44,16.247,990.6,11.134,23.722,83.505,3368.6,12.35,7.4386,298.26,166.24,10.142,751.36,22.068,9.6755,11.208,29.668,254.38,148.45,752.16,30.759,954.0,4.538,95.438
2013-06-21,878.37,12.236,748.56,426.31,919.03,1029.2,155.67,49.039,169.3,136.26,1261.2,1478.0,123.02,9.6121,263.16,16.026,982.09,11.132,23.226,82.373,3362.9,12.342,7.437,296.78,166.24,10.003,741.35,21.781,9.6461,11.049,29.178,254.38,146.42,748.26,30.601,954.0,4.5218,93.233
2013-06-22,878.37,12.236,748.56,426.31,919.03,1029.2,155.67,49.039,169.3,136.26,1261.2,1478.0,123.02,9.6121,263.16,16.026,982.09,11.132,23.226,82.373,3362.9,12.342,7.437,296.78,166.24,10.003,741.35,21.781,9.6461,11.049,29.178,254.38,146.42,748.26,30.601,954.0,4.5218,93.233
2013-06-23,878.37,12.236,748.56,426.31,919.03,1029.2,155.67,49.039,169.3,136.26,1261.2,1478.0,123.02,9.6121,263.16,16.026,982.09,11.132,23.226,82.373,3362.9,12.342,7.437,296.78,166.24,10.003,741.35,21.781,9.6461,11.049,29.178,254.38,146.42,748.26,30.601,954.0,4.5218,93.233
2013-06-24,882.67,12.251,748.7,425.67,911.09,1019.5,155.7,48.373,167.65,135.87,1251.9,1469.9,123.1,9.6222,262.06,16.111,971.02,11.083,23.151,82.548,3372.2,12.355,7.3848,297.0,157.64,10.021,741.95,21.819,9.6513,10.941,29.141,254.65,142.89,748.61,30.653,955.0,4.5092,93.971
2013-06-25,884.76,12.285,750.85,424.71,911.04,1025.0,155.73,48.482,168.14,136.26,1255.8,1478.1,123.35,9.6375,262.95,16.022,979.13,11.121,23.295,82.682,3360.9,12.39,7.4052,298.32,156.77,9.998,744.23,21.812,9.6764,10.958,29.134,255.18,142.21,750.62,30.806,957.0,4.5506,94.088
2013-06-26,887.84,12.319,754.85,431.24,911.9,1021.6,156.05,48.718,168.58,136.83,1254.7,1478.2,123.63,9.6678,265.31,16.073,977.97,11.141,23.463,83.315,3367.6,12.418,7.4405,301.19,156.99,10.052,740.91,22.066,9.682,10.981,29.247,249.07,142.54,755.59,30.911,959.0,4.5622,95.459
2013-06-27,895.58,12.386,758.73,436.88,921.39,1023.5,156.82,48.644,168.6,137.48,1255.1,1477.3,124.25,9.7128,266.41,15.899,987.0,11.205,23.519,83.772,3382.5,12.45,7.4544,301.77,158.12,10.029,749.99,22.197,9.7423,10.987,29.331,257.04,143.42,758.88,30.942,964.0,4.5747,95.459
2013-06-28,896.6,12.428,764.35,442.89,924.22,1024.9,157.59,48.624,169.24,138.09,1263.1,1477.5,124.92,9.7632,266.71,16.12,983.66,11.262,23.68,84.573,3398.4,12.498,7.4391,305.05,159.53,10.017,753.59,22.317,9.7928,11.054,29.484,258.38,143.91,765.04,31.113,969.0,4.6066,96.626
2013-06-29,896.6,12.428,764.35,442.89,924.22,1024.9,157.59,48.624,169.24,138.09,1263.1,1477.5,124.92,9.7632,266.71,16.12,983.66,11.262,23.68,84.573,3398.4,12.498,7.4391,305.05,159.53,10.017,753.59,22.317,9.7928,11.054,29.484,258.38,143.91,765.04,31.113,969.0,4.6066,96.626
2013-06-30,896.6,12.428,764.35,442.89,924.22,1024.9,157.59,48.624,169.24,138.09,1263.1,1477.5,124.92,9.7632,266.71,16.12,983.66,11.262,23.68,84.573,3398.4,12.498,7.4391,305.05,159.53,10.017,753.59,22.317,9.7928,11.054,29.484,258.38,143.91,765.04,31.113,969.0,4.6066,96.626
2013-07-01,888.02,12.488,765.02,439.67,923.31,1027.4,158.21,48.604,169.41,137.75,1263.3,1476.2,125.18,9.7834,266.65,16.31,977.75,11.312,23.683,85.015,3402.2,12.516,7.4133,305.97,159.96,10.205,751.26,22.477,9.7539,11.119,29.556,258.91,144.85,765.29,31.237,971.0,4.5589,98.279
2013-07-02,899.81,12.49,770.23,436.8,927.62,1030.5,158.82,48.818,170.23,138.72,1272.3,1482.3,125.58,9.8111,267.79,16.408,977.72,11.34,23.831,86.122,3411.8,12.56,7.4549,308.28,160.34,10.323,761.5,22.572,9.784,11.163,29.61,259.71,145.77,770.02,31.496,974.0,4.5927,98.344
2013-07-03,891.59,12.5,767.38,436.64,924.39,1024.1,158.98,48.821,170.38,138.9,1264.4,1476.5,125.74,9.8158,268.3,16.371,968.37,11.349,24.338,85.673,3414.2,12.568,7.461,306.6,159.76,10.291,755.67,22.53,9.7744,11.151,29.501,259.97,145.8,767.41,31.416,975.0,4.605,98.238
2013-07-04,887.57,12.502,766.06,432.19,928.17,1029.4,159.03,48.556,169.61,138.81,1268.0,1488.7,125.74,9.8089,267.66,16.188,975.88,11.322,24.283,85.421,3411.5,12.564,7.4634,306.31,159.52,10.137,759.52,22.427,9.7549,11.076,29.369,259.97,145.19,766.48,31.386,975.0,4.592,96.997
2013-07-05,891.67,12.537,765.28,430.61,926.45,1018.8,159.16,48.646,169.51,138.72,1257.2,1466.9,125.74,9.8059,268.11,16.201,972.71,11.3,24.155,85.392,3410.7,12.548,7.4656,306.22,159.57,10.117,763.03,22.465,9.7476,11.071,29.385,259.97,145.77,765.19,31.366,975.0,4.5971,96.924
2013-07-06,891.67,12.537,765.28,430.61,926.45,1018.8,159.16,48.646,169.51,138.72,1257.2,1466.9,125.74,9.8059,268.11,16.201,972.71,11.3,24.155,85.392,3410.7,12.548,7.4656,306.22,159.57,10.117,763.03,22.465,9.7476,11.071,29.385,259.97,145.77,765.19,31.366,975.0,4.5971,96.924
2013-07-07,891.67,12.537,765.28,430.61,926.45,1018.8,159.16,48.646,169.51,138.72,1257.2,1466.9,125.74,9.8059,268.11,16.201,972.71,11.3,24.155,85.392,3410.7,12.548,7.4656,306.22,159.57,10.117,763.03,22.465,9.7476,11.071,29.385,259.97,145.77,765.19,31.366,975.0,4.5971,96.924
2013-07-08,885.63,12.578,763.2,434.19,924.34,1021.9,159.48,48.304,168.19,138.88,1254.1,1455.0,126.12,9.8366,267.7,16.238,964.26,11.311,24.462,85.613,3419.6,12.571,7.4858,306.73,156.45,10.05,754.63,22.496,9.7751,10.999,29.332,260.77,144.06,762.22,31.216,978.0,4.5883,95.823
2013-07-09,894.98,12.567,766.13,435.07,928.03,1016.6,159.77,48.364,168.33,139.43,1260.8,1464.5,126.35,9.8443,268.13,16.146,971.26,11.336,24.501,85.337,3426.6,12.58,7.4749,305.34,157.73,10.086,764.25,22.426,9.7941,11.022,29.52,261.3,143.75,765.77,31.195,980.0,4.5945,96.01
2013-07-10,898.22,12.566,767.15,433.03,930.94,1006.3,159.88,48.586,168.73,139.61,1252.5,1455.5,126.35,9.8418,267.92,16.325,969.15,11.283,24.397,85.773,3416.7,12.564,7.4881,307.93,159.17,10.112,767.45,22.565,9.8,11.038,29.625,261.3,144.46,766.7,31.385,980.0,4.6279,97.054
2013-07-11,903.77,12.569,772.72,433.27,941.18,1031.7,159.76,48.521,168.4,139.7,1284.0,1480.7,126.34,9.8344,268.71,16.362,985.97,11.282,24.108,87.038,3417.6,12.564,7.4924,310.42,159.23,10.131,774.89,22.562,9.7902,11.025,29.741,261.3,144.49,775.56,31.537,980.0,4.6009,97.704
2013-07-12,897.89,12.572,778.18,431.94,944.58,1034.8,159.73,49.4,171.71,139.93,1283.3,1487.6,126.27,9.8295,271.0,16.379,991.3,11.262,24.367,87.2,3426.6,12.564,7.4915,309.83,161.77,10.294,768.81,22.633,9.7902,11.213,29.942,261.3,147.12,778.12,31.532,980.0,4.6401,98.552
2013-07-13,897.89,12.572,778.18,431.94,944.58,1034.8,159.73,49.4,171.71,139.93,1283.3,1487.6,126.27,9.8295,271.0,16.379,991.3,11.262,24.367,87.2,3426.6,12.564,7.4915,309.83,161.77,10.294,768.81,22.633,9.7902,11.213,29.942,261.3,147.12,778.12,31.532,980.0,4.6401,98.552
2013-07-14,897.89,12.572,778.18,431.94,944.58,1034.8,159.73,49.4,171.71,139.93,1283.3,1487.6,126.27,9.8295,271.0,16.379,991.3,11.262,24.367,87.2,3426.6,12.564,7.4915,309.83,161.77,10.294,768.81,22.633,9.7902,11.213,29.942,261.3,147.12,778.12,31.532,980.0,4.6401,98.552
2013-07-15,889.01,12.572,776.21,432.31,942.72,1034.8,159.67,49.293,171.73,140.31,1279.6,1479.9,126.32,9.8074,272.25,16.363,987.06,11.242,24.284,87.2,3429.8,12.564,7.4989,308.52,161.65,10.199,763.89,22.594,9.7843,11.266,30.028,261.3,147.06,776.42,31.435,980.0,4.6261,98.16
2013-07-16,894.28,12.569,776.64,434.86,939.87,1033.5,159.67,49.204,171.54,140.07,1280.6,1480.6,126.32,9.7829,272.71,16.384,980.54,11.241,24.135,87.598,3430.2,12.575,7.4805,308.13,161.53,10.251,766.76,22.552,9.7687,11.259,30.031,261.3,146.72,776.42,31.496,980.0,4.6195,98.604
2013-07-17,904.64,12.559,777.76,439.4,943.02,1040.6,159.58,49.39,171.98,139.8,1287.1,1481.2,126.2,9.7559,274.04,16.525,987.49,11.255,24.352,87.677,3428.8,12.563,7.4591,307.67,162.19,10.275,771.41,22.591,9.7559,11.285,30.116,261.03,147.37,777.85,31.545,979.0,4.6207,99.217
2013-07-18,902.42,12.55,775.97,435.56,939.84,1039.2,159.41,49.556,172.3,139.65,1283.2,1487.8,126.07,9.7362,273.89,16.484,982.08,11.266,24.403,87.505,3427.7,12.555,7.4379,307.21,163.13,10.287,772.82,22.574,9.7313,11.288,30.176,260.77,148.49,775.67,31.625,978.0,4.6248,99.211
2013-07-19,902.42,12.55,775.97,435.56,939.84,1039.2,159.41,49.556,172.3,139.65,1283.2,1487.8,126.07,9.7362,273.89,16.484,982.08,11.266,24.403,87.505,3427.7,12.555,7.4379,307.21,163.13,10.287,772.82,22.574,9.7313,11.288,30.176,260.77,148.49,775.67,31.625,978.0,4.6248,99.211
2013-07-20,902.42,12.55,775.97,435.56,939.84,1039.2,159.41,49.556,172.3,139.65,1283.2,1487.8,126.07,9.7362,273.89,16.484,982.08,11.266,24.403,87.505,3427.7,12.555,7.4379,307.21,163.13,10.287,772.82,22.574,9.7313,11.288,30.176,260.77,148.49,775.67,31.625,978.0,4.6248,99.211
2013-07-21,902.42,12.55,775.97,435.56,939.84,1039.2,159.41,49.556,172.3,139.65,1283.2,1487.8,126.07,9.7362,273.89,16.484,982.08,11.266,24.403,87.505,3427.7,12.555,7.4379,307.21,163.13,10.287,772.82,22.574,9.7313,11.288,30.176,260.77,148.49,775.67,31.625,978.0,4.6248,99.211
2013-07-22,902.42,12.55,775.97,435.56,939.84,1039.2,159.41,49.556,172.3,139.65,1283.2,1487.8,126.07,9.7362,273.89,16.484,982.08,11.266,24.403,87.505,3427.7,12.555,7.4379,307.21,163.13,10.287,772.82,22.574,9.7313,11.288,30.176,260.77,148.49,775.67,31.625,978.0,4.6248,99.211
2013-07-23,904.55,12.529,775.24,436.03,945.56,1043.5,159.1,49.611,172.53,139.69,1288.4,1500.7,125.93,9.7069,273.65,16.358,981.52,11.205,24.013,87.474,3427.5,12.558,7.4183,308.4,164.1,10.233,779.95,22.603,9.7117,11.345,30.217,260.5,150.04,775.09,31.582,977.0,4.6027,99.448
2013-07-24,906.77,12.551,772.79,437.88,948.22,1043.8,159.03,49.639,172.69,139.38,1290.2,1500.4,125.81,9.6158,273.35,16.368,980.07,11.183,24.102,87.656,3424.9,12.553,7.4133,308.03,164.89,10.219,780.99,22.593,9.6873,11.338,30.179,260.23,150.78,772.76,31.601,976.0,4.5985,99.711
2013-07-25,892.91,12.521,769.08,438.75,946.24,1041.0,159.06,49.757,172.96,139.39,1288.0,1494.5,125.81,9.5127,273.03,16.505,973.37,11.175,24.142,87.268,3425.0,12.545,7.4143,304.9,165.55,10.282,777.41,22.567,9.6873,11.336,30.171,260.23,150.84,769.29,31.398,976.0,4.6187,100.51
2013-07-26,901.65,12.505,771.03,433.65,947.71,1048.0,158.93,49.739,172.79,139.26,1294.0,1499.3,125.69,9.496,271.96,16.535,982.12,11.152,24.002,87.617,3421.4,12.54,7.4067,304.54,164.47,10.328,786.45,22.491,9.6344,11.316,29.943,259.97,149.81,770.54,31.386,975.0,4.6137,99.682
2013-07-27,901.65,12.505,771.03,433.65,947.71,1048.0,158.93,49.739,172.79,139.26,1294.0,1499.3,125.69,9.496,271.96,16.535,982.12,11.152,24.002,87.617,3421.4,12.54,7.4067,304.54,164.47,10.328,786.45,22.491,9.6344,11.316,29.943,259.97,149.81,770.54,31.386,975.0,4.6137,99.682
2013-07-28,901.65,12.505,771.03,433.65,947.71,1048.0,158.93,49.739,172.79,139.26,1294.0,1499.3,125.69,9.496,271.96,16.535,982.12,11.152,24.002,87.617,3421.4,12.54,7.4067,304.54,164.47,10.328,786.45,22.491,9.6344,11.316,29.943,259.97,149.81,770.54,31.386,975.0,4.6137,99.682
2013-07-29,903.15,12.508,772.19,431.91,949.51,1051.0,159.01,50.012,173.73,139.41,1295.7,1501.0,125.7,9.4983,271.68,16.539,994.54,11.165,23.821,87.909,3421.1,12.532,7.4093,303.03,165.01,10.324,787.78,22.53,9.6201,11.352,29.722,259.97,150.56,772.0,31.335,975.0,4.5995,99.691
2013-07-30,896.3,12.516,768.47,431.81,949.92,1046.7,158.99,50.02,173.58,139.3,1292.7,1495.1,125.69,9.4914,271.74,16.385,993.33,11.17,23.837,87.633,3427.8,12.532,7.4092,301.3,164.78,10.247,782.03,22.517,9.5729,11.364,29.72,259.98,150.69,768.59,31.265,975.0,4.6163,99.551
2013-07-31,879.77,12.505,767.38,427.21,946.42,1048.7,159.01,50.085,173.42,139.26,1293.2,1485.1,125.72,9.4914,272.93,16.06,994.54,11.17,23.837,87.338,3428.3,12.521,7.4092,300.32,164.78,10.247,777.48,22.465,9.5823,11.364,29.575,259.97,148.71,766.57,31.115,975.0,4.6163,99.328
2013-08-01,874.09,12.508,766.96,427.01,948.31,1053.1,159.08,50.039,173.53,139.27,1297.2,1480.1,125.72,9.4867,273.21,16.048,997.34,11.161,23.748,86.848,3427.3,12.516,7.4042,300.69,164.44,10.06,777.33,22.44,9.5823,11.366,29.549,259.98,148.79,767.11,31.185,975.0,4.6142,98.92
2013-08-02,871.39,12.513,764.14,427.02,942.21,1040.3,159.04,49.792,173.33,139.36,1287.6,1473.8,125.71,9.4844,273.73,16.132,980.54,11.153,23.81,86.659,3424.2,12.508,7.4048,299.45,164.61,10.087,770.36,22.357,9.5776,11.355,29.534,259.97,148.78,764.32,31.115,975.0,4.6158,98.464
2013-08-03,871.39,12.513,764.14,427.02,942.21,1040.3,159.04,49.792,173.33,139.36,1287.6,1473.8,125.71,9.4844,273.73,16.132,980.54,11.153,23.81,86.659,3424.2,12.508,7.4048,299.45,164.61,10.087,770.36,22.357,9.5776,11.355,29.534,259.97,148.78,764.32,31.115,975.0,4.6158,98.464
2013-08-04,871.39,12.513,764.14,427.02,942.21,1040.3,159.04,49.792,173.33,139.36,1287.6,1473.8,125.71,9.4844,273.73,16.132,980.54,11.153,23.81,86.659,3424.2,12.508,7.4048,299.45,164.61,10.087,770.36,22.357,9.5776,11.355,29.534,259.97,148.78,764.32,31.115,975.0,4.6158,98.464
2013-08-05,866.86,12.539,767.38,425.95,937.82,1048.8,159.07,50.108,173.61,139.47,1294.2,1490.1,125.7,9.4798,273.01,15.956,984.1,11.224,23.937,87.186,3428.9,12.516,7.406,300.42,164.22,10.025,757.75,22.347,9.5635,11.378,29.686,259.97,147.65,766.45,31.175,975.0,4.6414,99.127
2013-08-06,869.57,12.505,769.99,425.13,941.98,1053.5,159.19,49.974,173.53,139.39,1293.6,1498.5,125.69,9.4798,273.82,16.014,994.95,11.159,23.691,87.664,3422.3,12.508,7.4069,302.47,164.41,10.033,765.16,22.411,9.5541,11.363,29.657,259.97,147.74,770.02,31.076,975.0,4.6183,99.001
2013-08-07,875.3,12.508,768.9,423.53,939.58,1053.8,159.27,49.925,173.63,139.38,1297.0,1495.4,125.7,9.4798,274.58,16.039,1001.4,11.155,23.724,87.377,3424.3,12.505,7.4075,300.14,164.64,9.9552,770.45,22.453,9.5401,11.369,29.612,259.98,148.46,768.78,31.046,975.0,4.6187,98.765
2013-08-08,878.94,12.492,768.84,423.43,934.47,1056.6,159.17,49.93,173.83,139.3,1299.3,1508.7,125.57,9.4701,274.42,15.912,1007.0,11.14,23.736,87.444,3420.5,12.487,7.3984,299.28,164.42,9.9238,775.35,22.237,9.521,11.375,29.521,259.71,148.7,768.99,31.059,974.0,4.6139,98.125
2013-08-09,887.07,12.495,770.42,423.52,942.98,1058.6,159.11,50.265,174.46,139.41,1303.1,1512.9,125.58,9.4701,274.91,16.038,1006.8,11.14,23.77,87.594,3422.8,12.495,7.3967,299.28,164.96,10.014,778.3,22.404,9.5303,11.416,29.584,259.71,149.83,772.62,31.173,974.0,4.6143,98.533
2013-08-10,887.07,12.495,770.42,423.52,942.98,1058.6,159.11,50.265,174.46,139.41,1303.1,1512.9,125.58,9.4701,274.91,16.038,1006.8,11.14,23.77,87.594,3422.8,12.495,7.3967,299.28,164.96,10.014,778.3,22.404,9.5303,11.416,29.584,259.71,149.83,772.62,31.173,974.0,4.6143,98.533
2013-08-11,887.07,12.495,770.42,423.52,942.98,1058.6,159.11,50.265,174.46,139.41,1303.1,1512.9,125.58,9.4701,274.91,16.038,1006.8,11.14,23.77,87.594,3422.8,12.495,7.3967,299.28,164.96,10.014,778.3,22.404,9.5303,11.416,29.584,259.71,149.83,772.62,31.173,974.0,4.6143,98.533
2013-08-12,894.93,12.498,774.37,428.77,946.73,1055.1,159.1,50.234,173.95,139.33,1298.1,1511.1,125.59,9.4701,275.73,16.052,1012.4,11.158,23.739,87.618,3426.0,12.487,7.3956,301.36,166.51,9.9761,782.17,22.404,9.5303,11.41,29.647,259.71,149.67,774.34,31.193,974.0,4.6145,99.094
2013-08-13,886.83,12.492,769.75,428.4,944.35,1050.8,159.09,50.163,173.83,139.34,1294.8,1504.9,125.59,9.4655,275.19,15.949,999.69,11.123,23.666,87.151,3424.1,12.482,7.397,298.91,166.01,9.9481,777.43,22.324,9.4793,11.387,29.576,259.71,149.41,770.33,31.123,974.0,4.6142,99.04
